# Simulation 1 (Up to date)
# 305 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (92.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
40.145,348.61,-21.704,0.01486,21.747,1.8419,-167.74,0.019228,167.74,179.99,6.4116,1.8418,28.61,-80.601,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019498,663413,0,12.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028928,NaN,NaN,NaN,NaN,6.7368,57.718,1000.4,1115.3,0.5,0.1021
40.645,337.75,-21.727,-0.046591,21.706,0.45209,-171,0.019089,171,179.99,6.6364,0.44968,28.61,-80.601,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019461,662330,0,12.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029319,NaN,NaN,NaN,NaN,6.7177,57.757,1000.8,1115.4,0.5,0.10214
41.145,326.9,-21.689,0.077144,21.76,1.7587,-174.54,0.018939,174.54,179.99,7.5149,1.757,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019508,664132,0,12.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029454,NaN,NaN,NaN,NaN,7.8238,57.796,1001.2,1115.4,0.5,0.10218
41.645,316.05,-21.711,-0.043972,21.71,1.4109,-178.12,0.018776,178.12,179.99,6.8099,1.4102,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019462,662770,0,12.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029853,NaN,NaN,NaN,NaN,6.5634,57.834,1001.6,1115.5,0.5,0.10222
42.145,305.19,-21.703,0.015705,21.721,1.0041,-181.4,0.018609,181.4,179.99,6.3079,1.004,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019472,663294,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029518,NaN,NaN,NaN,NaN,6.1336,57.873,1002,1115.5,0.5,0.10226
42.645,294.34,-21.707,-0.0083403,21.706,0.56047,-184.48,0.018451,184.48,179.99,6.0277,0.56041,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019458,663000,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002927,NaN,NaN,NaN,NaN,5.931,57.912,1002.3,1115.6,0.5,0.1023
43.145,283.49,-21.701,0.011145,21.708,0.35795,-187.54,0.018302,187.54,179.99,6.2065,0.35777,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019459,663237,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029149,NaN,NaN,NaN,NaN,6.2712,57.95,1002.7,1115.6,0.5,0.10234
43.645,272.64,-21.698,0.0063619,21.704,0.48641,-190.71,0.018157,190.71,179.99,6.4497,0.48637,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019454,663269,0,12.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029222,NaN,NaN,NaN,NaN,6.5369,57.989,1003.1,1115.6,0.5,0.10238
44.145,261.79,-21.693,0.010176,21.703,0.66525,-194.01,0.018008,194.01,179.99,6.7823,0.66517,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019452,663406,0,12.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002933,NaN,NaN,NaN,NaN,6.9007,58.028,1003.5,1115.7,0.5,0.10242
44.645,250.94,-21.694,-0.0017345,21.693,0.067294,-197.41,0.017854,197.41,179.99,6.816,0.067271,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019443,663276,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029483,NaN,NaN,NaN,NaN,6.8296,58.066,1003.9,1115.7,0.5,0.10246
45.145,240.1,-21.683,0.022499,21.702,0.86741,-200.93,0.017696,200.93,179.99,7.2495,0.86712,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01945,663711,0,12.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029501,NaN,NaN,NaN,NaN,7.403,58.105,1004.3,1115.8,0.5,0.1025
45.645,229.26,-21.689,-0.011977,21.683,0.19251,-204.58,0.017532,204.58,180,7.3456,0.19214,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019433,663304,0,12.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029706,NaN,NaN,NaN,NaN,7.3811,58.144,1004.7,1115.8,0.5,0.10254
46.145,218.41,-21.681,0.015641,21.689,0.18158,-208.23,0.017362,208.23,180,7.2551,0.18091,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019437,663652,0,12.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029764,NaN,NaN,NaN,NaN,7.2254,58.182,1005.1,1115.9,0.5,0.10258
46.645,207.57,-21.678,0.0059858,21.684,0.51428,-211.79,0.01719,211.79,180,6.998,0.51425,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019432,663653,0,12.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029707,NaN,NaN,NaN,NaN,6.91,58.221,1005.4,1115.9,0.5,0.10262
47.145,196.74,-21.661,0.034494,21.699,1.4284,-215.11,0.017022,215.11,180,6.284,1.428,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019445,664296,0,12.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029572,NaN,NaN,NaN,NaN,6.0373,58.26,1005.8,1115.9,0.5,0.10266
47.645,185.91,-21.678,-0.034984,21.663,0.46605,-218.2,0.016862,218.2,180,6.0516,0.46474,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019411,663352,0,12.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029208,NaN,NaN,NaN,NaN,5.9722,58.298,1006.2,1116,0.5,0.1027
48.145,175.07,-21.66,0.036016,21.687,0.89741,-221.33,0.016713,221.33,180,6.5,0.89668,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019432,664245,0,12.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029125,NaN,NaN,NaN,NaN,6.6579,58.337,1006.6,1116,0.5,0.10274
48.645,164.24,-21.666,-0.011273,21.666,0.74464,-224.68,0.016565,224.68,180,6.8723,0.74455,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019413,663780,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029308,NaN,NaN,NaN,NaN,7.004,58.376,1007,1116.1,0.5,0.10278
49.145,153.41,-21.66,0.011888,21.669,0.57398,-228.19,0.01641,228.19,180,7.1592,0.57385,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019415,664046,0,12.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029495,NaN,NaN,NaN,NaN,7.261,58.414,1007.4,1116.1,0.5,0.10283
49.645,142.58,-21.66,-8.6262e-4,21.66,0.08202,-231.75,0.016248,231.75,180,7.1182,0.082015,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019406,663926,0,12.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029632,NaN,NaN,NaN,NaN,7.1058,58.453,1007.8,1116.2,0.5,0.10287
50.145,131.75,-21.654,0.011564,21.661,0.29061,-235.35,0.016081,235.35,180,7.2634,0.29038,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019406,664131,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029612,NaN,NaN,NaN,NaN,7.3158,58.492,1008.2,1116.2,0.5,0.10291
50.645,120.93,-21.611,0.087167,21.711,2.3376,-238.69,0.015912,238.69,180,6.0954,2.336,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01945,665832,0,12.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002968,NaN,NaN,NaN,NaN,5.6949,58.53,1008.5,1116.2,0.5,0.10295
51.145,110.11,-21.669,-0.11538,21.612,0.28843,-241.77,0.015752,241.77,180,6.2275,0.26434,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01936,662944,0,12.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029062,NaN,NaN,NaN,NaN,6.2757,58.569,1008.9,1116.3,0.5,0.103
51.645,99.289,-21.627,0.083652,21.681,1.11,-245.02,0.015604,245.02,180,6.781,1.1069,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019422,665251,0,12.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029192,NaN,NaN,NaN,NaN,6.9741,58.607,1009.3,1116.3,0.5,0.10304
52.145,88.47,-21.651,-0.047929,21.628,0.33889,-248.37,0.015452,248.37,180,6.6132,0.33548,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019373,663775,0,12.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029403,NaN,NaN,NaN,NaN,6.5567,58.646,1009.7,1116.4,0.5,0.10308
52.645,77.649,-21.634,0.03256,21.652,0.27969,-251.71,0.015296,251.71,180,6.7521,0.27779,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019394,664665,0,12.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002935,NaN,NaN,NaN,NaN,6.8021,58.685,1010.1,1116.4,0.5,0.10312
53.145,66.831,-21.637,-0.0052016,21.636,0.34792,-255.13,0.015139,255.13,180,6.9261,0.34788,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019379,664346,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029398,NaN,NaN,NaN,NaN,6.9883,58.723,1010.5,1116.5,0.5,0.10316
53.645,56.017,-21.619,0.036213,21.654,1.2901,-258.43,0.014979,258.43,180,6.2813,1.2896,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019395,665083,0,12.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029487,NaN,NaN,NaN,NaN,6.0603,58.762,1010.9,1116.5,0.5,0.1032
54.145,45.206,-21.624,-0.010765,21.634,1.2118,-261.42,0.014823,261.42,180,5.6754,1.2117,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019376,664631,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029156,NaN,NaN,NaN,NaN,5.4674,58.8,1011.2,1116.5,0.5,0.10324
54.645,34.393,-21.628,-0.0071396,21.625,0.19966,-264.24,0.014678,264.24,180,5.5757,0.19953,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019367,664504,0,12.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028897,NaN,NaN,NaN,NaN,5.5429,58.839,1011.6,1116.6,0.5,0.10328
55.145,23.581,-21.622,0.012716,21.628,0.034582,-267.02,0.014543,267.02,180,5.5596,0.032159,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019369,664766,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002886,NaN,NaN,NaN,NaN,5.5559,58.877,1012,1116.6,0.5,0.10332
55.645,12.775,-21.602,0.039469,21.646,1.5169,-269.99,0.014411,269.99,180,6.3178,1.5164,28.61,-80.601,32.126,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019384,665477,0,12.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028846,NaN,NaN,NaN,NaN,6.5808,58.916,1012.4,1116.7,0.5,0.10336
56.145,1.9696,-21.619,-0.03478,21.609,0.81026,-273.25,0.014273,273.25,180,6.7225,0.80952,28.61,-80.601,32.127,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01935,664507,0,12.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029152,NaN,NaN,NaN,NaN,6.8646,58.954,1012.8,1116.7,0.5,0.1034
# Event GROUND_HIT occurred at t=56.645 seconds
# Event SIMULATION_END occurred at t=56.645 seconds
56.645,-8.8359,-21.603,0.033033,21.63,1.0348,-276.48,0.014124,276.48,180,6.2054,1.0343,28.61,-80.601,32.127,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019369,665336,0,12.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029365,NaN,NaN,NaN,NaN,6.0291,58.993,1013.2,1116.8,0.5,0.10344
